Time 1Elf Jack: Selected Toy fake tattoo, Girl
Time 453Elf Jack: Selected Toy dinosaur, Girl
Time 453Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 453Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 453Elf Jack: Selected Toy whistle, Boy
Time 453Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 453Elf Jack: Placed Toy whistle, on the sleigh. 
Time 453Elf Jack: Selected Toy fake tattoo, Girl
Time 454Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 454Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 454Elf Jack: Selected Toy fake tattoo, Girl
Time 454Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 454Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 454Elf Jack: Selected Toy bracelet, Boy
Time 454Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 454Elf Jack: Selected Toy train, Boy
Time 454Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy train, on the sleigh. 
Time 454Elf Jack: Selected Toy fake tattoo, Girl
Time 454Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 454Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 454Elf Jack: Selected Toy doll, Boy
Time 454Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy doll, on the sleigh. 
Time 454Elf Jack: Selected Toy fake tattoo, Boy
Time 454Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 454Elf Jack: Selected Toy train, Boy
Time 454Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy train, on the sleigh. 
Time 454Elf Jack: Selected Toy dinosaur, Girl
Time 454Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 454Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 454Elf Jack: Selected Toy doll, Boy
Time 454Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy doll, on the sleigh. 
Time 454Elf Jack: Selected Toy dinosaur, Boy
Time 454Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 454Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 454Elf Jack: Selected Toy doll, Boy
Time 455Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy doll, on the sleigh. 
Time 455Elf Jack: Selected Toy fake tattoo, Girl
Time 455Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 455Elf Jack: Selected Toy dinosaur, Boy
Time 455Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 455Elf Jack: Selected Toy bracelet, Girl
Time 455Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 455Elf Jack: Selected Toy doll, Girl
Time 455Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy doll, on the sleigh. 
Time 455Elf Jack: Selected Toy whistle, Boy
Time 455Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy whistle, on the sleigh. 
Time 455Elf Jack: Selected Toy dinosaur, Boy
Time 455Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 455Elf Jack: Selected Toy fake tattoo, Girl
Time 455Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 455Elf Jack: Selected Toy dinosaur, Girl
Time 455Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 455Elf Jack: Selected Toy doll, Girl
Time 455Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy doll, on the sleigh. 
Time 455Elf Jack: Selected Toy fake tattoo, Boy
Time 455Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 455Elf Jack: Selected Toy train, Boy
Time 455Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 455Elf Jack: Placed Toy train, on the sleigh. 
Time 455Elf Jack: Selected Toy train, Girl
Time 455Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 455Elf Jack: Placed Toy train, on the sleigh. 
Time 455Elf Jack: Selected Toy whistle, Girl
Time 456Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 456Elf Jack: Placed Toy whistle, on the sleigh. 
Time 456Elf Jack: Selected Toy dinosaur, Girl
Time 456Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 456Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 456Elf Jack: Selected Toy bracelet, Boy
Time 456Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 456Elf Jack: Selected Toy doll, Boy
Time 456Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy doll, on the sleigh. 
Time 456Elf Jack: Selected Toy fake tattoo, Boy
Time 456Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 456Elf Jack: Selected Toy bracelet, Girl
Time 456Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 456Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 456Elf Jack: Selected Toy doll, Boy
Time 456Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy doll, on the sleigh. 
Time 456Elf Jack: Selected Toy bracelet, Boy
Time 456Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 456Elf Jack: Selected Toy train, Boy
Time 456Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy train, on the sleigh. 
Time 456Elf Jack: Selected Toy dinosaur, Boy
Time 456Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 456Elf Jack: Selected Toy fake tattoo, Boy
Time 456Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 456Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 457Elf Jack: Selected Toy dinosaur, Girl
Time 457Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 457Elf Jack: Selected Toy train, Boy
Time 457Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 457Elf Jack: Placed Toy train, on the sleigh. 
Time 457Elf Jack: Selected Toy fake tattoo, Boy
Time 457Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 457Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 457Elf Jack: Selected Toy train, Boy
Time 457Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 457Elf Jack: Placed Toy train, on the sleigh. 
Time 457Elf Jack: Selected Toy bracelet, Girl
Time 457Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 457Elf Jack: Selected Toy whistle, Boy
Time 457Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 457Elf Jack: Placed Toy whistle, on the sleigh. 
Time 457Elf Jack: Selected Toy fake tattoo, Girl
Time 457Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 457Elf Jack: Selected Toy bracelet, Girl
Time 457Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 457Elf Jack: Selected Toy train, Girl
Time 457Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy train, on the sleigh. 
Time 457Elf Jack: Selected Toy train, Boy
Time 457Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 457Elf Jack: Placed Toy train, on the sleigh. 
Time 457Elf Jack: Selected Toy doll, Girl
Time 457Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy doll, on the sleigh. 
Time 457Elf Jack: Selected Toy bracelet, Girl
Time 457Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 457Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 458Elf Jack: Selected Toy whistle, Boy
Time 458Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 458Elf Jack: Placed Toy whistle, on the sleigh. 
Time 458Elf Jack: Selected Toy whistle, Boy
Time 458Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 458Elf Jack: Placed Toy whistle, on the sleigh. 
Time 458Elf Jack: Selected Toy whistle, Girl
Time 458Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 458Elf Jack: Placed Toy whistle, on the sleigh. 
Time 458Elf Jack: Selected Toy whistle, Boy
Time 458Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 458Elf Jack: Placed Toy whistle, on the sleigh. 
Time 458Elf Jack: Selected Toy doll, Girl
Time 458Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 458Elf Jack: Placed Toy doll, on the sleigh. 
Time 458Elf Jack: Selected Toy bracelet, Girl
Time 458Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 458Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 458Elf Jack: Selected Toy dinosaur, Boy
Time 458Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 458Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 458Elf Jack: Selected Toy dinosaur, Girl
Time 458Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 458Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 459Elf Jack: Selected Toy whistle, Boy
Time 459Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 459Elf Jack: Placed Toy whistle, on the sleigh. 
Time 459Elf Jack: Selected Toy fake tattoo, Boy
Time 459Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 459Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 459Elf Jack: Selected Toy fake tattoo, Girl
Time 459Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 459Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 459Elf Jack: Selected Toy fake tattoo, Boy
Time 459Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 459Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 459Elf Jack: Selected Toy fake tattoo, Girl
Time 459Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 459Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 459Elf Jack: Selected Toy train, Boy
Time 459Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 459Elf Jack: Placed Toy train, on the sleigh. 
Time 459Elf Jack: Selected Toy whistle, Girl
Time 459Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 459Elf Jack: Placed Toy whistle, on the sleigh. 
Time 459Elf Jack: Selected Toy fake tattoo, Boy
Time 460Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 460Elf Jack: Selected Toy dinosaur, Boy
Time 460Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 460Elf Jack: Selected Toy bracelet, Boy
Time 460Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 460Elf Jack: Selected Toy doll, Boy
Time 460Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy doll, on the sleigh. 
Time 460Elf Jack: Selected Toy whistle, Boy
Time 460Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy whistle, on the sleigh. 
Time 460Elf Jack: Selected Toy fake tattoo, Boy
Time 460Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 460Elf Jack: Selected Toy bracelet, Boy
Time 460Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 460Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 460Elf Jack: Selected Toy whistle, Girl
Time 460Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 460Elf Jack: Placed Toy whistle, on the sleigh. 
Time 460Elf Jack: Selected Toy fake tattoo, Girl
Time 460Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 460Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 460Elf Jack: Selected Toy fake tattoo, Girl
Time 460Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 460Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 460Elf Jack: Selected Toy dinosaur, Girl
Time 460Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 460Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 460Elf Jack: Selected Toy bracelet, Girl
Time 460Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 460Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 460Elf Jack: Selected Toy dinosaur, Girl
Time 460Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 461Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 461Elf Jack: Selected Toy doll, Girl
Time 461Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 461Elf Jack: Placed Toy doll, on the sleigh. 
Time 461Elf Jack: Selected Toy doll, Boy
Time 461Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy doll, on the sleigh. 
Time 461Elf Jack: Selected Toy whistle, Girl
Time 461Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 461Elf Jack: Placed Toy whistle, on the sleigh. 
Time 461Elf Jack: Selected Toy bracelet, Boy
Time 461Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 461Elf Jack: Selected Toy doll, Girl
Time 461Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 461Elf Jack: Placed Toy doll, on the sleigh. 
Time 461Elf Jack: Selected Toy bracelet, Boy
Time 461Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 461Elf Jack: Selected Toy fake tattoo, Boy
Time 461Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 461Elf Jack: Selected Toy fake tattoo, Boy
Time 461Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 461Elf Jack: Selected Toy doll, Boy
Time 461Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 461Elf Jack: Placed Toy doll, on the sleigh. 
Time 461Elf Jack: Selected Toy doll, Girl
Time 461Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 461Elf Jack: Placed Toy doll, on the sleigh. 
Time 461Elf Jack: Selected Toy bracelet, Girl
Time 462Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 462Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 462Elf Jack: Selected Toy doll, Boy
Time 462Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy doll, on the sleigh. 
Time 462Elf Jack: Selected Toy fake tattoo, Girl
Time 462Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 462Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 462Elf Jack: Selected Toy whistle, Boy
Time 462Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy whistle, on the sleigh. 
Time 462Elf Jack: Selected Toy bracelet, Boy
Time 462Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 462Elf Jack: Selected Toy whistle, Girl
Time 462Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 462Elf Jack: Placed Toy whistle, on the sleigh. 
Time 462Elf Jack: Selected Toy train, Boy
Time 462Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy train, on the sleigh. 
Time 462Elf Jack: Selected Toy fake tattoo, Girl
Time 462Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 462Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 462Elf Jack: Selected Toy whistle, Girl
Time 462Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 462Elf Jack: Placed Toy whistle, on the sleigh. 
Time 462Elf Jack: Selected Toy doll, Boy
Time 462Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy doll, on the sleigh. 
Time 462Elf Jack: Selected Toy whistle, Boy
Time 462Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 462Elf Jack: Placed Toy whistle, on the sleigh. 
Time 462Elf Jack: Selected Toy train, Boy
Time 463Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 463Elf Jack: Placed Toy train, on the sleigh. 
Time 463Elf Jack: Selected Toy train, Girl
Time 463Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy train, on the sleigh. 
Time 463Elf Jack: Selected Toy dinosaur, Girl
Time 463Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 463Elf Jack: Selected Toy fake tattoo, Boy
Time 463Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 463Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 463Elf Jack: Selected Toy dinosaur, Boy
Time 463Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 463Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 463Elf Jack: Selected Toy train, Boy
Time 463Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 463Elf Jack: Placed Toy train, on the sleigh. 
Time 463Elf Jack: Selected Toy bracelet, Girl
Time 463Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 463Elf Jack: Selected Toy doll, Girl
Time 463Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy doll, on the sleigh. 
Time 463Elf Jack: Selected Toy fake tattoo, Girl
Time 463Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 463Elf Jack: Selected Toy dinosaur, Girl
Time 463Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 463Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 463Elf Jack: Selected Toy fake tattoo, Boy
Time 464Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 464Elf Jack: Selected Toy train, Boy
Time 464Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy train, on the sleigh. 
Time 464Elf Jack: Selected Toy fake tattoo, Boy
Time 464Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 464Elf Jack: Selected Toy whistle, Boy
Time 464Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy whistle, on the sleigh. 
Time 464Elf Jack: Selected Toy doll, Boy
Time 464Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy doll, on the sleigh. 
Time 464Elf Jack: Selected Toy train, Boy
Time 464Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy train, on the sleigh. 
Time 464Elf Jack: Selected Toy whistle, Boy
Time 464Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy whistle, on the sleigh. 
Time 464Elf Jack: Selected Toy whistle, Boy
Time 464Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 464Elf Jack: Placed Toy whistle, on the sleigh. 
Time 464Elf Jack: Selected Toy dinosaur, Girl
Time 464Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 464Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 464Elf Jack: Selected Toy train, Boy
Time 465Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 465Elf Jack: Placed Toy train, on the sleigh. 
Time 465Elf Jack: Selected Toy bracelet, Boy
Time 465Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 465Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 465Elf Jack: Selected Toy doll, Girl
Time 465Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy doll, on the sleigh. 
Time 465Elf Jack: Selected Toy doll, Girl
Time 465Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy doll, on the sleigh. 
Time 465Elf Jack: Selected Toy whistle, Girl
Time 465Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy whistle, on the sleigh. 
Time 465Elf Jack: Selected Toy train, Girl
Time 465Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy train, on the sleigh. 
Time 465Elf Jack: Selected Toy dinosaur, Girl
Time 465Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 465Elf Jack: Selected Toy doll, Girl
Time 465Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 465Elf Jack: Placed Toy doll, on the sleigh. 
Time 465Elf Jack: Selected Toy train, Boy
